0,1,2,3,4,5,6
Deck A,Deck B,Different,Same,Jaccard,,
4-c Control,Antiquities War,16.5,1.0,0.05714285714285714,"{""source"": ""4-c Control"", ""target"": ""Antiquities War"", ""value"":0.05714285714285714},","{""source"": ""4-c Control"", ""target"": ""Antiquities War"", ""value"":0.0032653061224489793},"
4-c Control,Arclight Phoenix,17.299999999999997,7.6,0.30522088353413657,"{""source"": ""4-c Control"", ""target"": ""Arclight Phoenix"", ""value"":0.30522088353413657},","{""source"": ""4-c Control"", ""target"": ""Arclight Phoenix"", ""value"":0.09315978774535896},"
4-c Control,BUG Midrange,7.5,8.5,0.53125,"{""source"": ""4-c Control"", ""target"": ""BUG Midrange"", ""value"":0.53125},","{""source"": ""4-c Control"", ""target"": ""BUG Midrange"", ""value"":0.2822265625},"
4-c Control,Canadian Threshold,9.25,4.0,0.3018867924528302,"{""source"": ""4-c Control"", ""target"": ""Canadian Threshold"", ""value"":0.3018867924528302},","{""source"": ""4-c Control"", ""target"": ""Canadian Threshold"", ""value"":0.09113563545745816},"
4-c Control,Dark Depths,13.722222223,6.222222221000001,0.3119777158231082,"{""source"": ""4-c Control"", ""target"": ""Dark Depths"", ""value"":0.3119777158231082},","{""source"": ""4-c Control"", ""target"": ""Dark Depths"", ""value"":0.09733009517020405},"
4-c Control,Death's Shadow,7.5,9.1,0.5481927710843373,"{""source"": ""4-c Control"", ""target"": ""Death's Shadow"", ""value"":0.5481927710843373},","{""source"": ""4-c Control"", ""target"": ""Death's Shadow"", ""value"":0.30051531426912464},"
4-c Control,Delver (Other),5.0,9.0,0.6428571428571429,"{""source"": ""4-c Control"", ""target"": ""Delver (Other)"", ""value"":0.6428571428571429},","{""source"": ""4-c Control"", ""target"": ""Delver (Other)"", ""value"":0.41326530612244905},"
4-c Control,Doomsday,22.5,6.5,0.22413793103448276,"{""source"": ""4-c Control"", ""target"": ""Doomsday"", ""value"":0.22413793103448276},","{""source"": ""4-c Control"", ""target"": ""Doomsday"", ""value"":0.05023781212841855},"
4-c Control,Elves,17.833333334000002,2.5,0.12295081966809995,"{""source"": ""4-c Control"", ""target"": ""Elves"", ""value"":0.12295081966809995},","{""source"": ""4-c Control"", ""target"": ""Elves"", ""value"":0.015116904057057635},"
4-c Control,Food Chain,10.0,5.5,0.3548387096774194,"{""source"": ""4-c Control"", ""target"": ""Food Chain"", ""value"":0.3548387096774194},","{""source"": ""4-c Control"", ""target"": ""Food Chain"", ""value"":0.12591050988553593},"
4-c Control,Grixis Control,4.5,9.875,0.6869565217391305,"{""source"": ""4-c Control"", ""target"": ""Grixis Control"", ""value"":0.6869565217391305},","{""source"": ""4-c Control"", ""target"": ""Grixis Control"", ""value"":0.47190926275992445},"
4-c Control,Grixis Delver,6.5,7.0,0.5185185185185185,"{""source"": ""4-c Control"", ""target"": ""Grixis Delver"", ""value"":0.5185185185185185},","{""source"": ""4-c Control"", ""target"": ""Grixis Delver"", ""value"":0.2688614540466392},"
4-c Control,Infect,9.5,4.5,0.32142857142857145,"{""source"": ""4-c Control"", ""target"": ""Infect"", ""value"":0.32142857142857145},","{""source"": ""4-c Control"", ""target"": ""Infect"", ""value"":0.10331632653061226},"
4-c Control,Junk,11.5,6.5,0.3611111111111111,"{""source"": ""4-c Control"", ""target"": ""Junk"", ""value"":0.3611111111111111},","{""source"": ""4-c Control"", ""target"": ""Junk"", ""value"":0.13040123456790123},"
4-c Control,Legacy Landstill,13.5,4.0,0.22857142857142856,"{""source"": ""4-c Control"", ""target"": ""Legacy Landstill"", ""value"":0.22857142857142856},","{""source"": ""4-c Control"", ""target"": ""Legacy Landstill"", ""value"":0.05224489795918367},"
4-c Control,LOAM,13.833333334,1.6666666659999998,0.10752688167741935,"{""source"": ""4-c Control"", ""target"": ""LOAM"", ""value"":0.10752688167741935},","{""source"": ""4-c Control"", ""target"": ""LOAM"", ""value"":0.01156203028326974},"
4-c Control,Nic Fit,21.833333333000002,2.666666666,0.10884353739219772,"{""source"": ""4-c Control"", ""target"": ""Nic Fit"", ""value"":0.10884353739219772},","{""source"": ""4-c Control"", ""target"": ""Nic Fit"", ""value"":0.011846915632046744},"
4-c Control,Pikula,16.0,5.0,0.23809523809523808,"{""source"": ""4-c Control"", ""target"": ""Pikula"", ""value"":0.23809523809523808},","{""source"": ""4-c Control"", ""target"": ""Pikula"", ""value"":0.056689342403628114},"
4-c Control,Reanimator,28.666666667,2.5,0.0802139037424576,"{""source"": ""4-c Control"", ""target"": ""Reanimator"", ""value"":0.0802139037424576},","{""source"": ""4-c Control"", ""target"": ""Reanimator"", ""value"":0.006434270353604253},"
4-c Control,Sneak & Show,14.653846154,4.461538462,0.2334004024311179,"{""source"": ""4-c Control"", ""target"": ""Sneak & Show"", ""value"":0.2334004024311179},","{""source"": ""4-c Control"", ""target"": ""Sneak & Show"", ""value"":0.054475747855007785},"
4-c Control,Stoneblade,10.5,3.8000000000000003,0.26573426573426573,"{""source"": ""4-c Control"", ""target"": ""Stoneblade"", ""value"":0.26573426573426573},","{""source"": ""4-c Control"", ""target"": ""Stoneblade"", ""value"":0.07061469998532935},"
4-c Control,Storm,25.944444444,6.388888889,0.19759450172368656,"{""source"": ""4-c Control"", ""target"": ""Storm"", ""value"":0.19759450172368656},","{""source"": ""4-c Control"", ""target"": ""Storm"", ""value"":0.03904358711143197},"
4-c Control,UR Delver,13.600000000000001,4.0,0.22727272727272727,"{""source"": ""4-c Control"", ""target"": ""UR Delver"", ""value"":0.22727272727272727},","{""source"": ""4-c Control"", ""target"": ""UR Delver"", ""value"":0.051652892561983466},"
